"","StateName","StructureNumber","ElementNumber","Year.of.Inspection","ConditionState1","ConditionState2","ConditionState3","ConditionState4","FunctionalClassOfInventoryRte","TypeOfDesignConstruction","DeckStructureType","DeckProtection","ScourCriticalBridges","Owner","KindOfMaterialDesign","ADT","ADTT","Year.Built","Skew","TypeOfWearingSurface","ScourCriticalBridges.1","NumberOfSnowfalls","NumberOfFreezeThawCycles","TotalElement"
"6890","Oregon","00552A058 01066",12,2012,1292,0,0,0,6,22,2,0,"3",1,1,2900,551,1954,0,6,"3",36,34,1292
"6891","Oregon","00552A058 01066",12,2014,1292,0,0,0,6,22,2,0,"3",1,1,2900,551,1954,0,6,"3",8,16,1292
"7021","Oregon","00553A058 01072",12,2002,2550,0,0,0,6,22,2,0,"U",1,1,3800,494,1954,0,6,"U",23,49,2550
"7022","Oregon","00553A058 01072",12,2004,2550,0,0,0,6,22,2,0,"U",1,1,3800,494,1954,0,6,"U",12,17,2550
"7023","Oregon","00553A058 01072",12,2006,2550,0,0,0,6,22,2,0,"5",1,1,3800,684,1954,0,6,"5",21,36,2550
"7024","Oregon","00553A058 01072",12,2008,2550,0,0,0,6,22,2,0,"5",1,1,3900,780,1954,0,6,"5",29,53,2550
"7025","Oregon","00553A058 01072",12,2010,2550,0,0,0,6,22,2,0,"5",1,1,3100,589,1954,0,6,"5",14,16,2550
"7026","Oregon","00553A058 01072",12,2012,2550,0,0,0,6,22,2,0,"5",1,1,2900,551,1954,0,6,"5",36,34,2550
"7027","Oregon","00553A058 01072",12,2014,2550,0,0,0,6,22,2,0,"5",1,1,2900,551,1954,0,6,"5",8,16,2550
"8912","Oregon","00613C226 01575",12,1997,8505,4995,0,0,14,2,1,0,"8",1,2,4400,88,1949,40,1,"8",NA,14,13500
"8913","Oregon","00613C226 01575",12,1999,6750,2700,4050,0,14,2,1,0,"8",1,2,4600,92,1949,40,1,"8",2,15,13500
"8914","Oregon","00613C226 01575",12,2001,4050,2700,6750,0,14,2,1,0,"8",1,2,4600,92,1949,40,1,"8",1,14,13500
"8915","Oregon","00613C226 01575",12,2003,4050,2700,6750,0,14,2,1,0,"8",1,2,4500,855,1949,40,1,"8",1,13,13500
"8916","Oregon","00613C226 01575",12,2007,2700,2700,8100,0,14,2,1,0,"8",1,2,4600,138,1949,40,0,"8",2,16,13500
"8917","Oregon","00613C226 01575",12,2009,5400,7425,675,0,14,2,1,0,"8",1,2,5050,303,1949,40,0,"8",NA,15,13500
"8918","Oregon","00613C226 01575",12,2011,10800,2700,0,0,14,2,1,0,"8",1,2,4500,315,1949,40,0,"8",4,15,13500
"8919","Oregon","00613C226 01575",12,2013,13230,270,0,0,14,2,1,0,"8",1,2,4400,484,1949,40,1,"8",2,17,13500
"9312","Oregon","00633A504 00470",12,1998,3500,0,0,0,7,2,1,1,"6",2,5,250,25,1987,15,1,"6",NA,1,3500
"9313","Oregon","00633A504 00470",12,2000,3150,350,0,0,7,2,1,1,"3",2,5,250,25,1987,15,1,"3",NA,3,3500
"9314","Oregon","00633A504 00470",12,2002,3150,350,0,0,7,2,1,1,"3",2,5,250,37,1987,15,1,"3",2,3,3500
"9315","Oregon","00633A504 00470",12,2004,3150,350,0,0,7,2,1,1,"3",2,5,258,38,1987,15,1,"3",NA,2,3500
"9316","Oregon","00633A504 00470",12,2006,0,875,2625,0,7,2,1,1,"3",2,5,258,38,1987,15,1,"3",1,11,3500
"9317","Oregon","00633A504 00470",12,2008,0,875,2625,0,7,2,1,1,"3",2,5,266,39,1987,15,1,"3",8,9,3500
"9318","Oregon","00633A504 00470",12,2009,1750,875,875,0,7,2,1,1,"3",2,5,269,40,1987,15,1,"3",2,8,3500
"9319","Oregon","00633A504 00470",12,2011,1750,875,875,0,7,2,1,1,"3",2,5,266,39,1987,15,1,"3",9,7,3500
"9320","Oregon","00633A504 00470",12,2013,1750,875,875,0,7,2,1,1,"3",2,5,266,39,1987,15,1,"3",1,9,3500
"9363","Oregon","00636 000 00011",12,1997,3818,782,0,0,17,4,1,0,"N",4,2,122,18,1922,0,6,"N",15,100,4600
"9364","Oregon","00636 000 00011",12,1999,3818,782,0,0,17,4,1,0,"N",4,2,122,18,1922,0,6,"N",14,124,4600
"9365","Oregon","00636 000 00011",12,2001,3680,460,460,0,17,4,1,0,"N",2,2,130,19,1922,0,6,"N",21,101,4600
"9366","Oregon","00636 000 00011",12,2003,3680,460,460,0,17,4,1,0,"N",4,2,130,19,1922,0,6,"N",11,91,4600
"9367","Oregon","00636 000 00011",12,2005,3680,920,0,0,17,4,1,0,"N",4,2,136,20,1922,0,6,"N",9,77,4600
"9368","Oregon","00636 000 00011",12,2007,3680,920,0,0,17,2,1,0,"N",4,2,136,20,1922,0,6,"N",14,73,4600
"9369","Oregon","00636 000 00011",12,2009,3680,920,0,0,17,2,1,0,"N",4,2,141,21,1922,0,6,"N",25,102,4600
"9370","Oregon","00636 000 00011",12,2011,3680,920,0,0,17,2,1,0,"N",4,2,141,21,1922,0,6,"N",21,107,4600
"9371","Oregon","00636 000 00011",12,2013,3680,920,0,0,17,2,1,0,"N",4,2,141,21,1922,0,6,"N",15,100,4600
"9525","Oregon","00646A026 09749",12,1997,5000,0,0,0,2,4,1,8,"N",1,2,4750,475,1962,48,6,"N",7,66,5000
"9526","Oregon","00646A026 09749",12,1999,5000,0,0,0,2,4,1,8,"N",1,2,4800,480,1962,48,6,"N",10,53,5000
"9527","Oregon","00646A026 09749",12,2001,4750,200,50,0,2,4,1,8,"N",1,2,5500,550,1962,48,6,"N",11,62,5000
"9528","Oregon","00646A026 09749",12,2002,4750,200,50,0,2,2,1,8,"N",1,2,6000,660,1962,48,6,"N",13,64,5000
"9529","Oregon","00646A026 09749",12,2004,4500,450,50,0,2,2,1,8,"N",1,2,6100,1403,1962,48,6,"N",14,42,5000
"9530","Oregon","00646A026 09749",12,2006,4250,500,250,0,2,2,1,8,"N",1,2,5600,336,1962,48,6,"N",17,57,5000
"9531","Oregon","00646A026 09749",12,2008,4250,500,250,0,2,2,1,0,"N",1,2,6300,378,1962,48,6,"N",29,53,5000
"9532","Oregon","00646A026 09749",12,2010,4250,500,250,0,2,2,1,0,"N",1,2,5900,354,1962,48,6,"N",15,27,5000
"9533","Oregon","00646A026 09749",12,2012,4250,500,250,0,2,2,1,0,"N",1,2,9500,1235,1962,48,6,"N",31,58,5000
"9534","Oregon","00646A026 09749",12,2014,4450,500,50,0,2,2,1,0,"N",1,2,9500,1235,1962,48,6,"N",9,24,5000
"9653","Oregon","00661 113501579",12,1997,0,1400,0,0,9,10,1,0,"2",2,3,28,1,1929,0,6,"2",10,130,1400
"9654","Oregon","00661 113501579",12,1999,0,1400,0,0,9,10,1,0,"2",2,3,31,1,1929,0,6,"2",28,126,1400
"9655","Oregon","00661 113501579",12,2001,0,1400,0,0,9,10,1,0,"2",2,3,31,1,1929,0,6,"2",32,105,1400
"9656","Oregon","00661 113501579",12,2003,0,1400,0,0,9,10,1,0,"2",2,3,31,1,1929,0,6,"2",13,115,1400
"9657","Oregon","00661 113501579",12,2005,0,1400,0,0,9,10,1,0,"2",2,3,32,1,1929,0,6,"2",24,89,1400
"9658","Oregon","00661 113501579",12,2007,0,1400,0,0,9,10,1,0,"2",2,3,32,1,1929,0,6,"2",18,88,1400
"9659","Oregon","00661 113501579",12,2009,0,1400,0,0,9,10,1,0,"4",2,3,33,1,1929,0,6,"4",26,119,1400
"9660","Oregon","00661 113501579",12,2011,0,1400,0,0,9,10,1,0,"4",2,3,33,1,1929,0,6,"4",22,128,1400
"9661","Oregon","00661 113501579",12,2013,0,1400,0,0,9,10,1,0,"4",2,3,33,1,1929,0,6,"4",13,96,1400
"9837","Oregon","00681B022 00933",12,1999,12936,0,0,0,6,1,2,0,"3",1,5,11700,1989,1981,5,6,"3",14,66,12936
"9838","Oregon","00681B022 00933",12,2001,12936,0,0,0,6,1,2,0,"3",1,5,15000,2550,1981,5,6,"3",14,50,12936
"9839","Oregon","00681B022 00933",12,2003,12936,0,0,0,6,1,2,0,"3",1,5,11200,672,1981,5,6,"3",8,21,12936
"9840","Oregon","00681B022 00933",12,2005,12936,0,0,0,6,1,2,0,"3",1,5,11648,698,1981,5,6,"3",10,40,12936
"9841","Oregon","00681B022 00933",12,2007,12936,0,0,0,6,1,1,0,"3",1,5,12900,645,1981,5,6,"3",13,56,12936
"9842","Oregon","00681B022 00933",12,2009,12936,0,0,0,6,1,1,0,"3",1,5,12827,641,1981,5,6,"3",2,49,12936
"9843","Oregon","00681B022 00933",12,2011,12936,0,0,0,6,1,1,0,"3",1,5,12400,496,1981,5,6,"3",9,54,12936
"9909","Oregon","00682A022 01462",12,1997,3400,0,0,0,6,4,1,0,"3",1,2,7300,1241,1921,20,6,"3",3,44,3400
"9910","Oregon","00682A022 01462",12,1999,3400,0,0,0,6,2,1,0,"3",1,2,7300,1241,1921,20,6,"3",14,66,3400
"9911","Oregon","00682A022 01462",12,2001,3400,0,0,0,6,2,1,0,"3",1,2,8500,1445,1921,20,6,"3",14,50,3400
"9912","Oregon","00682A022 01462",12,2003,3230,170,0,0,6,2,1,0,"3",1,2,7300,438,1921,20,6,"3",8,21,3400
"9913","Oregon","00682A022 01462",12,2005,3060,170,170,0,6,2,1,0,"3",1,2,7700,462,1921,20,6,"3",10,40,3400
"9914","Oregon","00682A022 01462",12,2007,3060,170,170,0,6,2,1,0,"3",1,2,8100,567,1921,20,6,"3",13,56,3400
"9915","Oregon","00682A022 01462",12,2009,2380,850,170,0,6,2,1,0,"3",1,2,7979,558,1921,20,6,"3",2,49,3400
"9916","Oregon","00682A022 01462",12,2011,2380,850,170,0,6,2,1,0,"3",1,2,7200,504,1921,20,6,"3",9,54,3400
"9917","Oregon","00682A022 01462",12,2013,3264,34,102,0,6,2,1,0,"3",1,2,6800,1020,1921,20,6,"3",6,40,3400
"10604","Oregon","00704A006 32340",12,1998,9200,0,0,0,1,2,1,1,"N",2,5,150,15,1966,0,1,"N",27,108,9200
"10605","Oregon","00704A006 32340",12,2000,8740,460,0,0,1,2,1,0,"N",1,5,150,15,1966,0,1,"N",22,115,9200
"10606","Oregon","00704A006 32340",12,2002,8280,920,0,0,7,2,1,0,"N",1,5,160,16,1966,0,1,"N",21,117,9200
"10607","Oregon","00704A006 32340",12,2003,7820,1380,0,0,7,2,1,0,"N",1,5,160,16,1966,0,1,"N",13,115,9200
"10608","Oregon","00704A006 32340",12,2005,7820,1380,0,0,7,2,1,0,"N",1,5,160,16,1966,0,1,"N",24,89,9200
"10609","Oregon","00704A006 32340",12,2007,7820,1380,0,0,7,2,1,0,"N",1,5,165,16,1966,0,1,"N",18,88,9200
"10610","Oregon","00704A006 32340",12,2009,7360,1380,460,0,7,2,1,0,"N",1,5,172,17,1966,0,1,"N",26,119,9200
"10611","Oregon","00704A006 32340",12,2011,7360,1380,460,0,7,2,1,0,"N",1,5,8100,4455,1966,0,1,"N",22,128,9200
"10612","Oregon","00704A006 32340",12,2013,7360,1380,460,0,7,2,1,0,"N",1,5,8500,4590,1966,0,1,"N",13,96,9200
"11173","Oregon","00713719T900110",12,1998,0,6700,0,0,14,2,1,1,"8",4,5,10720,1072,1987,0,1,"8",7,34,6700
"11174","Oregon","00713719T900110",12,2000,5695,1005,0,0,14,2,1,1,"8",4,5,11157,1115,1987,0,1,"8",9,37,6700
"11175","Oregon","00713719T900110",12,2004,0,4690,2010,0,14,2,1,1,"8",4,5,11492,1149,1987,0,1,"8",14,31,6700
"11176","Oregon","00713719T900110",12,2006,0,2010,4690,0,14,2,1,1,"8",4,5,11730,1173,1987,0,1,"8",13,52,6700
"11177","Oregon","00713719T900110",12,2007,0,2010,4690,0,14,2,1,1,"8",4,5,11730,1173,1987,0,1,"8",13,56,6700
"11178","Oregon","00713719T900110",12,2011,0,2010,4690,0,14,2,1,1,"8",4,6,12203,1220,1987,0,1,"8",9,54,6700
"11179","Oregon","00713719T900110",12,2013,0,2010,4690,0,16,2,1,1,"8",4,6,12203,1220,1987,0,1,"8",6,40,6700
"11270","Oregon","00718 006F25345",12,2000,0,1300,0,0,14,10,1,0,"3",1,3,200,40,1921,0,6,"3",12,117,1300
"11939","Oregon","00744B029 01431",12,1998,20100,0,0,0,14,2,1,8,"3",1,1,35600,356,1923,25,6,"3",4,5,20100
"11940","Oregon","00744B029 01431",12,2000,20100,0,0,0,14,2,1,8,"3",1,1,33600,1680,1923,25,6,"3",NA,16,20100
"11941","Oregon","00744B029 01431",12,2002,18090,1809,201,0,14,2,1,8,"3",1,1,36300,1815,1923,25,6,"3",NA,79,20100
"11942","Oregon","00744B029 01431",12,2003,18090,2010,0,0,14,2,1,8,"3",1,1,41500,2075,1923,25,6,"3",NA,14,20100
"11943","Oregon","00744B029 01431",12,2004,16080,2010,2010,0,14,2,1,8,"3",1,1,41500,2075,1923,25,6,"3",3,4,20100
"11944","Oregon","00744B029 01431",12,2006,16080,2010,2010,0,14,2,1,0,"3",1,2,35300,1412,1923,25,6,"3",NA,18,20100
"11945","Oregon","00744B029 01431",12,2008,17085,2010,1005,0,14,2,1,0,"3",1,2,32500,1300,1923,25,6,"3",12,14,20100
"11946","Oregon","00744B029 01431",12,2010,17085,2010,1005,0,14,2,1,0,"3",1,2,32400,972,1923,25,6,"3",3,2,20100
"11947","Oregon","00744B029 01431",12,2012,16080,2010,2010,0,14,2,1,0,"3",1,2,33200,664,1923,25,6,"3",11,3,20100
"12792","Oregon","00800A010 01919",12,1997,12300,0,0,0,2,4,1,0,"6",1,2,3300,660,1966,0,1,"6",15,100,12300
"12793","Oregon","00800A010 01919",12,1999,9840,2460,0,0,2,2,1,0,"8",1,2,3400,476,1966,0,3,"8",14,124,12300
"12794","Oregon","00800A010 01919",12,2001,8610,3075,615,0,2,2,1,0,"8",1,2,3400,272,1966,0,3,"8",21,101,12300
"12795","Oregon","00800A010 01919",12,2003,3075,6150,3075,0,2,2,1,0,"8",1,2,3400,714,1966,0,3,"8",11,91,12300
"12796","Oregon","00800A010 01919",12,2004,3075,6150,3075,0,2,2,1,0,"8",1,2,3400,714,1966,0,3,"8",19,84,12300
"12797","Oregon","00800A010 01919",12,2005,2460,3690,6150,0,2,2,1,0,"8",1,2,3500,735,1966,0,3,"8",9,77,12300
"12798","Oregon","00800A010 01919",12,2007,2460,3690,6150,0,2,2,1,0,"8",1,2,3600,432,1966,0,3,"8",14,73,12300
"12799","Oregon","00800A010 01919",12,2009,2460,3690,6150,0,2,2,1,0,"8",1,2,3434,412,1966,0,3,"8",25,102,12300
"12800","Oregon","00800A010 01919",12,2011,2460,3690,6150,0,2,2,1,0,"8",1,2,3400,136,1966,0,3,"8",21,107,12300
"12801","Oregon","00800A010 01919",12,2012,2460,3690,6150,0,2,2,1,0,"8",1,2,3400,782,1966,0,3,"8",28,106,12300
"12802","Oregon","00800A010 01919",12,2013,2460,3690,6150,0,2,2,1,0,"8",1,2,3400,782,1966,0,3,"8",15,100,12300
"13317","Oregon","00813 509 00174",12,1998,1600,0,0,0,9,3,1,0,"2",2,1,70,7,1923,0,6,"2",7,50,1600
"13318","Oregon","00813 509 00174",12,2000,1600,0,0,0,9,3,1,0,"2",2,1,70,7,1923,0,6,"2",6,82,1600
"13319","Oregon","00813 509 00174",12,2002,1600,0,0,0,9,3,1,0,"2",2,1,71,7,1923,0,6,"2",3,95,1600
"13320","Oregon","00813 509 00174",12,2004,1600,0,0,0,9,3,1,0,"2",2,1,73,7,1923,0,6,"2",9,59,1600
"13321","Oregon","00813 509 00174",12,2006,1600,0,0,0,7,2,1,0,"2",2,2,1430,214,1923,20,6,"2",3,77,1600
"13322","Oregon","00813 509 00174",12,2008,1600,0,0,0,7,2,1,0,"2",2,2,1473,220,1923,20,6,"2",8,87,1600
"13323","Oregon","00813 509 00174",12,2009,1600,0,0,0,7,2,1,0,"2",2,2,1532,229,1923,20,6,"2",10,91,1600
"13324","Oregon","00813 509 00174",12,2010,1600,0,0,0,7,2,1,0,"4",2,2,1532,229,1923,20,6,"4",9,68,1600
"13325","Oregon","00813 509 00174",12,2012,1600,0,0,0,7,2,1,0,"4",2,2,1532,229,1923,20,6,"4",15,77,1600
"13378","Oregon","00815A004 07504",12,2000,0,6700,0,0,2,2,1,0,"3",1,2,3000,450,1954,30,6,"3",6,82,6700
"13379","Oregon","00815A004 07504",12,2002,0,6700,0,0,2,2,1,0,"3",1,2,3200,320,1954,30,6,"3",3,95,6700
"13380","Oregon","00815A004 07504",12,2004,0,6700,0,0,2,2,1,0,"3",1,2,3200,384,1954,30,6,"3",9,59,6700
"13381","Oregon","00815A004 07504",12,2006,0,6700,0,0,2,2,1,0,"3",1,2,3300,330,1954,30,6,"3",3,77,6700
"13382","Oregon","00815A004 07504",12,2008,0,6700,0,0,2,2,1,0,"3",1,2,3200,320,1954,30,6,"3",8,87,6700
"13383","Oregon","00815A004 07504",12,2010,0,4020,2680,0,2,2,1,0,"3",1,2,3300,1485,1954,30,6,"3",9,68,6700
"13384","Oregon","00815A004 07504",12,2012,0,4020,2680,0,2,2,1,0,"3",1,2,3400,850,1954,30,6,"3",15,77,6700
"13385","Oregon","00815A004 07504",12,2015,0,4020,2680,0,2,2,1,0,"3",1,2,3400,850,1954,30,6,"3",8,57,6700
"13492","Oregon","00818A066 01565",12,1997,800,0,0,0,6,2,1,0,"3",1,1,2200,352,1922,30,6,"3",15,100,800
"13493","Oregon","00818A066 01565",12,1999,800,0,0,0,6,2,1,0,"3",1,1,2200,286,1922,30,6,"3",14,124,800
"13494","Oregon","00818A066 01565",12,2001,800,0,0,0,6,2,1,0,"3",1,1,2700,243,1922,30,6,"3",21,101,800
"13495","Oregon","00818A066 01565",12,2003,800,0,0,0,6,2,1,0,"3",1,1,2400,168,1922,30,6,"3",11,91,800
"13496","Oregon","00818A066 01565",12,2005,800,0,0,0,6,2,1,0,"3",1,1,2400,168,1922,30,6,"3",9,77,800
"13497","Oregon","00818A066 01565",12,2007,800,0,0,0,6,2,1,0,"3",1,1,2400,264,1922,30,6,"3",14,73,800
"13498","Oregon","00818A066 01565",12,2009,800,0,0,0,6,2,1,0,"3",1,1,2121,233,1922,30,6,"3",25,102,800
"13499","Oregon","00818A066 01565",12,2011,800,0,0,0,6,2,1,0,"3",1,1,2300,46,1922,30,6,"3",21,107,800
"13500","Oregon","00818A066 01565",12,2013,800,0,0,0,6,2,1,0,"3",1,1,2300,46,1922,30,6,"3",15,100,800
"14721","Oregon","00871A01W 07148",12,1997,0,1600,0,0,6,4,1,0,"3",1,1,6500,650,1923,0,6,"3",18,9,1600
"14722","Oregon","00871A01W 07148",12,1999,0,1600,0,0,6,2,1,0,"8",1,1,7300,803,1923,0,6,"8",57,6,1600
"14723","Oregon","00871A01W 07148",12,2001,1600,0,0,0,6,2,1,0,"8",1,1,7300,803,1923,0,6,"8",24,10,1600
"14724","Oregon","00871A01W 07148",12,2003,1520,80,0,0,6,2,1,0,"8",1,1,7400,962,1923,0,6,"8",19,6,1600
"14725","Oregon","00871A01W 07148",12,2005,1520,80,0,0,6,2,1,0,"8",1,1,7600,912,1923,0,6,"8",23,21,1600
"14726","Oregon","00871A01W 07148",12,2007,1440,160,0,0,6,2,1,0,"8",1,1,7600,912,1923,0,6,"8",22,14,1600
"14727","Oregon","00871A01W 07148",12,2009,1440,160,0,0,6,2,1,0,"8",1,1,7906,948,1923,0,6,"8",14,27,1600
"14728","Oregon","00871A01W 07148",12,2011,1440,160,0,0,6,2,1,0,"8",1,1,7000,700,1923,0,6,"8",12,22,1600
"14729","Oregon","00871A01W 07148",12,2013,1440,160,0,0,6,2,1,0,"8",1,1,6600,726,1923,0,6,"8",8,15,1600
"14779","Oregon","00872A01W 07157",12,1997,1600,0,0,0,6,4,1,0,"8",1,1,6500,650,1923,0,6,"8",18,9,1600
"14780","Oregon","00872A01W 07157",12,1999,1600,0,0,0,6,2,1,0,"8",1,1,7300,803,1923,0,6,"8",57,6,1600
"14781","Oregon","00872A01W 07157",12,2001,1600,0,0,0,6,2,1,0,"8",1,1,7300,803,1923,0,6,"8",24,10,1600
"14782","Oregon","00872A01W 07157",12,2003,1600,0,0,0,6,2,1,0,"8",1,1,7400,962,1923,0,6,"8",19,6,1600
"14783","Oregon","00872A01W 07157",12,2005,1600,0,0,0,6,2,1,0,"8",1,1,7600,912,1923,0,6,"8",23,21,1600
"14784","Oregon","00872A01W 07157",12,2007,1600,0,0,0,6,2,1,0,"8",1,1,7600,912,1923,0,6,"8",22,14,1600
"14785","Oregon","00872A01W 07157",12,2009,1600,0,0,0,6,2,1,0,"8",1,1,7906,948,1923,0,6,"8",14,27,1600
"14786","Oregon","00872A01W 07157",12,2011,1600,0,0,0,6,2,1,0,"8",1,1,7000,700,1923,0,6,"8",12,22,1600
"14787","Oregon","00872A01W 07157",12,2013,1600,0,0,0,6,2,1,0,"8",1,1,6600,726,1923,0,6,"8",8,15,1600
"14917","Oregon","00888A005 13436",12,1997,13395,705,0,0,2,2,1,1,"U",1,6,970,155,1966,0,1,"U",14,128,14100
"14918","Oregon","00888A005 13436",12,1999,11985,2115,0,0,2,2,1,0,"U",1,6,1000,140,1966,0,1,"U",25,152,14100
"14919","Oregon","00888A005 13436",12,2001,2820,11280,0,0,2,2,1,0,"U",1,6,1100,110,1966,0,1,"U",19,134,14100
"14920","Oregon","00888A005 13436",12,2003,2820,11280,0,0,2,2,1,0,"U",1,6,1100,187,1966,0,1,"U",18,114,14100
"14921","Oregon","00888A005 13436",12,2005,2820,9870,1410,0,2,2,1,0,"U",1,6,1100,187,1966,0,1,"U",13,104,14100
"14922","Oregon","00888A005 13436",12,2007,2820,9870,1410,0,2,2,1,0,"4",1,6,1000,120,1966,0,1,"4",5,98,14100
"14923","Oregon","00888A005 13436",12,2009,2820,9870,1410,0,2,2,1,0,"4",1,6,1010,313,1966,0,1,"4",12,132,14100
"14924","Oregon","00888A005 13436",12,2011,2820,9870,1410,0,2,2,1,0,"4",1,6,890,97,1966,0,1,"4",15,138,14100
"14925","Oregon","00888A005 13436",12,2013,11280,1410,1410,0,2,2,1,0,"4",1,6,940,253,1966,0,1,"4",14,120,14100
"14990","Oregon","00889A005 13124",12,1997,10080,2520,0,0,2,2,1,8,"3",1,5,920,147,1967,22,1,"3",14,128,12600
"14991","Oregon","00889A005 13124",12,1999,10080,2520,0,0,2,2,1,0,"3",1,5,1600,224,1967,22,1,"3",25,152,12600
"14992","Oregon","00889A005 13124",12,2001,2520,7560,2520,0,2,2,1,0,"3",1,5,1600,160,1967,22,1,"3",19,134,12600
"14993","Oregon","00889A005 13124",12,2003,2520,7560,2520,0,2,2,1,0,"3",1,5,1000,170,1967,22,1,"3",18,114,12600
"14994","Oregon","00889A005 13124",12,2005,2520,7560,2520,0,2,2,1,0,"3",1,5,1000,170,1967,22,1,"3",13,104,12600
"14995","Oregon","00889A005 13124",12,2007,2520,7560,2520,0,2,2,1,0,"3",1,5,980,117,1967,22,1,"3",5,98,12600
"14996","Oregon","00889A005 13124",12,2009,2520,7560,2520,0,2,2,1,0,"3",1,5,1010,313,1967,22,1,"3",12,132,12600
"14997","Oregon","00889A005 13124",12,2011,2520,7560,2520,0,2,2,1,0,"3",1,5,890,97,1967,22,1,"3",15,138,12600
"14998","Oregon","00889A005 13124",12,2013,6300,6300,0,0,2,2,1,0,"3",1,5,900,252,1967,22,1,"3",14,120,12600
"15070","Oregon","00893 182 00419",12,1998,700,0,0,0,8,2,1,0,"2",2,1,47,0,1922,38,6,"2",7,35,700
"15071","Oregon","00893 182 00419",12,2000,700,0,0,0,8,2,1,0,"3",2,1,47,0,1922,38,6,"3",9,72,700
"15072","Oregon","00893 182 00419",12,2002,700,0,0,0,8,2,1,0,"3",2,1,48,0,1922,38,6,"3",2,68,700
"15073","Oregon","00893 182 00419",12,2004,700,0,0,0,8,2,1,0,"3",2,1,49,0,1922,38,6,"3",10,43,700
"15074","Oregon","00893 182 00419",12,2006,700,0,0,0,8,2,1,0,"3",2,1,49,0,1922,38,6,"3",5,56,700
"15075","Oregon","00893 182 00419",12,2008,700,0,0,0,8,2,1,0,"3",2,1,50,0,1922,38,6,"3",13,60,700
"15076","Oregon","00893 182 00419",12,2010,700,0,0,0,8,2,1,0,"3",2,1,53,0,1922,38,6,"3",12,42,700
"15077","Oregon","00893 182 00419",12,2012,700,0,0,0,8,2,1,0,"3",2,1,53,0,1922,38,6,"3",18,64,700
"15160","Oregon","00895 182 00324",12,1998,1100,0,0,0,7,2,1,0,"2",2,2,47,0,1922,40,6,"2",7,35,1100
"15161","Oregon","00895 182 00324",12,2000,1100,0,0,0,7,2,1,0,"3",2,2,47,0,1922,40,6,"3",9,72,1100
"15162","Oregon","00895 182 00324",12,2004,1045,55,0,0,8,2,1,0,"3",2,2,49,0,1922,40,6,"3",10,43,1100
"15163","Oregon","00895 182 00324",12,2006,1100,0,0,0,8,2,1,0,"3",2,2,49,0,1922,40,6,"3",5,56,1100
"15164","Oregon","00895 182 00324",12,2008,1100,0,0,0,8,2,1,0,"3",2,2,50,0,1922,40,6,"3",13,60,1100
"15165","Oregon","00895 182 00324",12,2010,1100,0,0,0,8,2,1,0,"3",2,2,53,0,1922,40,6,"3",12,42,1100
"15166","Oregon","00895 182 00324",12,2012,1100,0,0,0,8,2,1,0,"3",2,2,53,0,1922,40,6,"3",18,64,1100
"15208","Oregon","00896 182 00148",12,1998,700,0,0,0,16,2,1,0,"3",2,1,47,0,1923,45,6,"3",7,35,700
"15209","Oregon","00896 182 00148",12,2000,700,0,0,0,16,2,1,0,"3",2,1,47,0,1923,45,6,"3",9,72,700
"15210","Oregon","00896 182 00148",12,2002,700,0,0,0,8,2,1,0,"3",2,1,48,0,1923,45,6,"3",2,68,700
"15211","Oregon","00896 182 00148",12,2004,700,0,0,0,8,2,1,0,"3",2,1,49,0,1923,45,6,"3",10,43,700
"15212","Oregon","00896 182 00148",12,2006,700,0,0,0,8,2,1,0,"3",2,1,49,0,1923,45,6,"3",5,56,700
"15213","Oregon","00896 182 00148",12,2008,700,0,0,0,8,2,1,0,"3",2,1,50,0,1923,45,6,"3",13,60,700
"15214","Oregon","00896 182 00148",12,2010,700,0,0,0,8,2,1,0,"3",2,1,53,0,1923,45,6,"3",12,42,700
"15215","Oregon","00896 182 00148",12,2012,700,0,0,0,8,2,1,0,"3",2,1,53,0,1923,45,6,"3",18,64,700
"15253","Oregon","008T3 000 00156",12,1999,2700,0,0,0,16,4,1,0,"8",4,5,1840,184,1952,0,6,"8",2,15,2700
"15254","Oregon","008T3 000 00156",12,2000,2700,0,0,0,16,4,1,0,"8",4,5,1840,184,1952,0,6,"8",1,14,2700
"15255","Oregon","008T3 000 00156",12,2002,2700,0,0,0,16,4,1,0,"8",4,5,1840,184,1952,0,6,"8",1,18,2700
"15256","Oregon","008T3 000 00156",12,2004,2700,0,0,0,16,4,1,0,"8",4,5,1895,189,1952,0,6,"8",3,5,2700
"15257","Oregon","008T3 000 00156",12,2006,2700,0,0,0,16,4,1,0,"8",4,5,1951,195,1952,0,6,"8",2,18,2700
"15258","Oregon","008T3 000 00156",12,2009,2565,135,0,0,16,4,1,0,"8",4,5,2030,203,1952,0,6,"8",NA,15,2700
"15662","Oregon","9.15E+12",12,1999,22407,0,0,0,16,2,1,0,"N",2,4,7650,1530,1964,21,1,"N",2,15,22407
"15663","Oregon","9.15E+12",12,2000,22407,0,0,0,16,2,1,0,"N",2,4,7650,1530,1964,21,1,"N",1,14,22407
"15664","Oregon","9.15E+12",12,2002,21287,1120,0,0,16,2,1,0,"N",2,4,6550,1310,1964,21,1,"N",1,18,22407
"15665","Oregon","9.15E+12",12,2005,15685,4481,2241,0,16,2,1,0,"N",2,4,6948,1389,1964,21,1,"N",NA,17,22407
